"package","github_repo","git","eco_guess","llm_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","license"
"dhcpcd","NetworkConfiguration/dhcpcd","https://github.com/networkconfiguration/dhcpcd.git","","","13011","0","18085","0.00001363","D",""
"libudev0-shim","archlinux/libudev0-shim","https://github.com/archlinux/libudev0-shim.git","","","13017","0","18093","0.00001363","D",""
"debian:libqt4-dbus","","","","","12916","0","17953","0.00001353","D",""
"infinipath-psm","intel/psm","https://github.com/intel/psm.git","","","12858","0","17872","0.00001347","D",""
"ed","","https://salsa.debian.org/debian/ed.git","git","","12830","0","17833","0.00001344","D",""
"sdl3","libsdl-org/SDL","https://github.com/libsdl-org/sdl.git","","","2031","11803","14626","0.00001340","D","zlib"
"debian:libcpufreq0","","","","","12735","0","17701","0.00001334","D",""
"libxfce4windowing","","https://salsa.debian.org/xfce-team/desktop/libxfce4windowing.git","git","","7460","0","10369","0.00001324","D",""
"perl:text-soundex","","","","","12621","0","17543","0.00001322","D",""
"plasma-activities-stats","","https://invent.kde.org/plasma/plasma-activities-stats","","","10794","0","15003","0.00001314","D",""
"nemo","linuxmint/nemo","https://github.com/linuxmint/nemo.git","","","12525","0","17409","0.00001312","D",""
"libmatekbd","","https://salsa.debian.org/debian-mate-team/libmatekbd.git","git","","12527","0","17412","0.00001312","D",""
"sdl-mixer","","","","","12519","0","17401","0.00001311","D",""
"debian:libokular5core10","","","","","12470","0","17333","0.00001306","D",""
"libmateweather","","https://salsa.debian.org/debian-mate-team/libmateweather.git","git","","12367","0","17190","0.00001295","D",""
"aha","theZiz/aha","https://github.com/theziz/aha.git","","","12327","0","17134","0.00001291","D",""
"debian:libpstoedit0c2a","","","","","12321","0","17126","0.00001291","D",""
"pulseaudio-qt","","https://invent.kde.org/libraries/pulseaudio-qt","","","12255","0","17034","0.00001284","D",""
"libmatemixer","","https://salsa.debian.org/debian-mate-team/libmatemixer.git","git","","12250","0","17027","0.00001283","D",""
"debian:libonig2","","","","","12242","0","17016","0.00001282","D",""
"bcg729","BelledonneCommunications/bcg729","https://github.com/belledonnecommunications/bcg729.git","","","10719","0","14899","0.00001281","D",""
"libtatsu","libimobiledevice/libtatsu","https://github.com/libimobiledevice/libtatsu.git","","","514","4412","5126","0.00001279","D","lgpl-2.1-or-later"
"openbox","mati75/openbox-debian","https://github.com/mati75/openbox-debian.git","git,github","","11171","0","15527","0.00001277","D",""
"libspnav","","https://salsa.debian.org/science-team/libspnav.git","git","","12176","0","16924","0.00001275","D",""
"libkexiv2","","https://invent.kde.org/graphics/libkexiv2","","","11596","0","16118","0.00001274","D",""
"debian:gvfs-bin","","","","","12157","0","16898","0.00001273","D",""
"ipset","","https://salsa.debian.org/pkg-netfilter-team/pkg-ipset.git","git","","12133","0","16864","0.00001271","D",""
"perl:scalar-list-utils","","","","","6274","0","8720","0.00001270","D",""
"crypto++","","","","","3019","0","4196","0.00001269","D",""
"debian:php5-cli","","","","","12075","0","16784","0.00001265","D",""
"debian:libisc95","","","","","12028","0","16718","0.00001260","D",""
"python:magic-misnamed","ahupp/python-magic","https://github.com/ahupp/python-magic.git","","","12005","0","16686","0.00001257","D",""
"hexchat","","https://salsa.debian.org/debian/hexchat.git","git","","11975","0","16645","0.00001254","D",""
"perl:date-calc","","","","","11960","0","16624","0.00001253","D",""
"db-defaults","","https://salsa.debian.org/debian/db-defaults.git","git","","4073","0","5661","0.00001252","D",""
"botan","randombit/botan","https://github.com/randombit/botan.git","","","9334","0","12974","0.00001239","D",""
"libgnomecanvas","","","","","11823","0","16433","0.00001238","D",""
"mate-utils","","https://salsa.debian.org/debian-mate-team/mate-utils.git","git","","11822","0","16432","0.00001238","D",""
"debian:ksysguardd","","","","","11818","0","16427","0.00001238","D",""
"libgdiplus","","https://salsa.debian.org/dotnet-team/libgdiplus.git","git","","11811","0","16417","0.00001237","D",""
"ktextaddons","","https://invent.kde.org/libraries/ktextaddons","","","8210","0","11411","0.00001236","D",""
"mplayer","","https://salsa.debian.org/multimedia-team/mplayer.git","git","","11689","0","16247","0.00001224","D",""
"hwinfo","openSUSE/hwinfo","https://github.com/opensuse/hwinfo.git","","","11633","0","16169","0.00001218","D",""
"phodav","","https://salsa.debian.org/gnome-team/phodav.git","git","","10912","0","15167","0.00001216","D",""
"debian:python-pycurl","","","","","11613","0","16142","0.00001216","D",""
"xdrv:synaptics","","","","","11593","0","16114","0.00001214","D",""
"pimcommon","","https://invent.kde.org/pim/pimcommon","","","8118","0","11284","0.00001214","D",""
"cinnamon-menus","","https://salsa.debian.org/cinnamon-team/cinnamon-menus.git","git","","11527","0","16022","0.00001207","D",""
"cinnamon-control-center","","https://salsa.debian.org/cinnamon-team/cinnamon-control-center.git","git","","11498","0","15982","0.00001204","D",""
"vorbis-tools","","https://salsa.debian.org/multimedia-team/vorbis-tools.git","git","","11488","0","15968","0.00001203","D",""
"layer-shell-qt","","https://salsa.debian.org/qt-kde-team/kde/layer-shell-qt.git","git","","11184","0","15545","0.00001199","D",""
"librda","ArcticaProject/librda","https://github.com/arcticaproject/librda.git","","","11401","0","15847","0.00001194","D",""
"cinnamon-desktop","","https://salsa.debian.org/cinnamon-team/cinnamon-desktop.git","git","","11173","0","15530","0.00001193","D",""
"plasma5support","","https://invent.kde.org/plasma/plasma5support","","","10102","0","14041","0.00001190","D",""
"libappimage","AppImageCommunity/libappimage","https://github.com/appimagecommunity/libappimage.git","","","11278","0","15676","0.00001181","D",""
"xdrv:evdev","","","","","11275","0","15672","0.00001181","D",""
"debian:ksysguard","","","","","11260","0","15651","0.00001179","D",""
"gnote","","https://salsa.debian.org/gnome-team/gnote.git","git","","11229","0","15608","0.00001176","D",""
"libexecs","","https://salsa.debian.org/virtualsquare-team/s2argv-execs.git","git","","3049","0","4238","0.00001175","D",""
"libspiro","fontforge/libspiro","https://github.com/fontforge/libspiro.git","","","2303","9528","12729","0.00001175","D","gpl-3.0-or-later"
"kidentitymanagement","","https://invent.kde.org/pim/kidentitymanagement","","","8222","0","11428","0.00001172","D",""
"fortune-mod","shlomif/fortune-mod","https://github.com/shlomif/fortune-mod.git","","","11176","0","15534","0.00001171","D",""
"cjs","linuxmint/cjs","https://github.com/linuxmint/cjs.git","","","11147","0","15494","0.00001168","D",""
"fwupd","fwupd/fwupd","https://github.com/fwupd/fwupd.git","","","11060","0","15373","0.00001158","D",""
"openipmi","","https://salsa.debian.org/debian/openipmi.git","git","","10552","0","14667","0.00001157","D",""
"html2text","alir3z4/html2text","https://github.com/alir3z4/html2text.git","","","11051","0","15360","0.00001157","D",""
"telepathy-mission-control","","","","","11040","0","15345","0.00001156","D",""
"mate-control-center","","https://salsa.debian.org/debian-mate-team/mate-control-center.git","git","","11040","0","15345","0.00001156","D",""
"xkbcomp","","https://gitlab.freedesktop.org/xorg/app/xkbcomp.git","git","","0","5749","5749","0.00001154","D","hpnd and mit-open-group"
"openbsd-inetd","","https://salsa.debian.org/md/openbsd-inetd.git","git","","9294","0","12918","0.00001154","D",""
"opensp","","","","","10925","0","15185","0.00001144","D",""
"libksysguard","","https://invent.kde.org/plasma/libksysguard","","","10147","0","14104","0.00001144","D",""
"libkdepim","","https://invent.kde.org/pim/libkdepim","","","8117","0","11282","0.00001141","D",""
"liboobs","","https://salsa.debian.org/debian/liboobs.git","git","","10875","0","15116","0.00001139","D",""
"obconf","danakj/obconf","https://github.com/danakj/obconf.git","","","10797","0","15007","0.00001131","D",""
"debian:libqt4-network","","","","","10785","0","14991","0.00001130","D",""
"debian:libass5","","","","","10745","0","14935","0.00001125","D",""
"debian:ksysguard-data","","","","","10717","0","14896","0.00001122","D",""
"spirv-headers","KhronosGroup/SPIRV-Headers","https://github.com/khronosgroup/spirv-headers.git","","","125","4096","4269","0.00001114","D","mit"
"akonadi-contacts","","https://invent.kde.org/pim/akonadi-contacts","","","8156","0","11336","0.00001110","D",""
"ps2eps","","https://salsa.debian.org/debian/ps2eps.git","git","","10589","0","14718","0.00001109","D",""
"debian:python2.6-minimal","","","","","10569","0","14690","0.00001107","D",""
"debian:mysql-server","","","","","10542","0","14653","0.00001104","D",""
"lensfun","","https://salsa.debian.org/qt-kde-team/3rdparty/lensfun.git","git","","10525","0","14629","0.00001102","D",""
"debian:freeglut3","","","","","10480","0","14567","0.00001098","D",""
"librsync","librsync/librsync","https://github.com/librsync/librsync.git","","","10449","0","14524","0.00001094","D",""
"pcmanfm","lxde/pcmanfm","https://github.com/lxde/pcmanfm.git","","","10424","0","14489","0.00001092","D",""
"kcalutils","","https://invent.kde.org/pim/kcalutils","","","7976","0","11086","0.00001092","D",""
"libupnp","","","","","9753","0","13556","0.00001083","D",""
"extra-cmake-modules","","https://invent.kde.org/frameworks/extra-cmake-modules","","","3178","0","4417","0.00001080","D",""
"muffin","linuxmint/muffin","https://github.com/linuxmint/muffin.git","","","10314","0","14336","0.00001080","D",""
"optipng","","https://salsa.debian.org/debian-phototools-team/optipng.git","git","","10248","0","14244","0.00001073","D",""
"minissdpd","","https://salsa.debian.org/miniupnp-team/minissdpd.git","git","","10235","0","14226","0.00001072","D",""
"xdrv:mouse","","","","","10210","0","14191","0.00001069","D",""
"akonadi-mime","","https://invent.kde.org/pim/akonadi-mime","","","8162","0","11345","0.00001069","D",""
"debian:libk3b7","","","","","10000","0","13899","0.00001047","D",""
"debugedit","","https://sourceware.org/debugedit/","","","9575","0","13309","0.00001044","D",""
"muparser","beltoforion/muparser","https://github.com/beltoforion/muparser.git","","","9961","0","13845","0.00001043","D",""
"telepathy-logger","","https://salsa.debian.org/telepathy-team/telepathy-logger.git","git","","9961","0","13845","0.00001043","D",""
"audacious-plugins","","https://salsa.debian.org/multimedia-team/audacious-plugins.git","git","","9658","0","13424","0.00001038","D",""
"cgns","CGNS/CGNS","https://github.com/cgns/cgns.git","","","315","11781","12218","0.00001036","D","bsd-3-clause"
"libtpms","stefanberger/libtpms","https://github.com/stefanberger/libtpms.git","","","9896","0","13755","0.00001036","D",""
"grantleetheme","","https://invent.kde.org/pim/grantleetheme","","","8179","0","11368","0.00001033","D",""
"libx86emu","wfeldt/libx86emu","https://github.com/wfeldt/libx86emu.git","","","7380","0","10258","0.00001032","D",""
"chmlib","jedwing/CHMLib","https://github.com/jedwing/chmlib.git","","","9830","0","13663","0.00001030","D",""
"libharu","libharu/libharu","https://github.com/libharu/libharu.git","","","1225","10428","12130","0.00001029","D","zlib"
"filezilla","","https://salsa.debian.org/debian/filezilla.git","git","","9818","0","13647","0.00001028","D",""
"libuser","","https://pagure.io/libuser/","","","9772","0","13583","0.00001024","D",""
"xsel","","https://salsa.debian.org/debian/xsel.git","git","","9721","0","13512","0.00001018","D",""
"debian:ghostscript-x","","","","","9718","0","13508","0.00001018","D",""
"audacious","","https://salsa.debian.org/multimedia-team/audacious.git","git","","9518","0","13230","0.00001015","D",""
"kontactinterface","","https://invent.kde.org/pim/kontactinterface","","","8060","0","11203","0.00001010","D",""
"kmailtransport","","https://invent.kde.org/pim/kmailtransport","","","8110","0","11272","0.00001006","D",""
"chafa","","https://salsa.debian.org/debian/chafa.git","git","","9561","0","13289","0.00001001","D",""
"xfce4-notes-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-notes-plugin.git","git","","9534","0","13252","0.00000999","D",""
"debian:bind9utils","","","","","9428","0","13104","0.00000987","D",""
"clisp","","https://salsa.debian.org/common-lisp-team/clisp.git","git","","1040","6999","8444","0.00000986","D","gpl-2.0-or-later"
"vkd3d","","https://salsa.debian.org/wine-team/vkd3d.git","git","","9401","0","13067","0.00000985","D",""
"debian:libk3b7-extracodecs","","","","","9364","0","13015","0.00000981","D",""
"sysfsutils","linux-ras/sysfsutils","https://github.com/linux-ras/sysfsutils.git","","","9345","0","12989","0.00000979","D",""
"debian:mysql-client","","","","","9343","0","12986","0.00000979","D",""
"debian:transfig","","","","","9348","0","12993","0.00000979","D",""
"mailutils","","https://salsa.debian.org/debian/mailutils.git","git","","9317","0","12950","0.00000976","D",""
"mongo-c-driver","mongodb/mongo-c-driver","https://github.com/mongodb/mongo-c-driver.git","","","2452","0","3408","0.00000976","D",""
"gpicview","lxde/gpicview","https://github.com/lxde/gpicview.git","","","9306","0","12935","0.00000975","D",""
"android-tools-upstream","","","","","9305","0","12933","0.00000975","D",""
"openxr","KhronosGroup/OpenXR-SDK-Source","https://github.com/khronosgroup/openxr-sdk-source.git","","","837","0","1163","0.00000974","D",""
"debian:cpufrequtils","","","","","9303","0","12931","0.00000974","D",""
"lsscsi","","","","","9283","0","12903","0.00000972","D",""
"xdrv:mga","","","","","9270","0","12885","0.00000971","D",""
"messagelib","","https://invent.kde.org/pim/messagelib","","","8068","0","11214","0.00000969","D",""
"debian:pdftk","","","","","9253","0","12861","0.00000969","D",""
"marco","","https://salsa.debian.org/debian-mate-team/marco.git","git","","9238","0","12840","0.00000968","D",""
"xdrv:cirrus","","","","","9148","0","12715","0.00000958","D",""
"linux-atm","","https://salsa.debian.org/debian/linux-atm.git","git","","9131","0","12692","0.00000956","D",""
"debian:module-init-tools","","","","","9128","0","12687","0.00000956","D",""
"kldap","","https://invent.kde.org/pim/kldap","","","8094","0","11250","0.00000953","D",""
"kpimtextedit","","https://invent.kde.org/pim/kpimtextedit","","","8090","0","11245","0.00000953","D",""
"liblzf","","https://salsa.debian.org/debian/liblzf.git","git","","9085","0","12628","0.00000952","D",""
"debian:wireshark-qt","","","","","9093","0","12639","0.00000952","D",""
"opencoarrays","","","","","9081","0","12622","0.00000951","D",""
"akonadi-search","","https://invent.kde.org/pim/akonadi-search","","","7952","0","11053","0.00000950","D",""
"debian:deborphan","","","","","9063","0","12597","0.00000949","D",""
